"IndividualId","Time [min]","Organism|A|Concentration [µmol/l]"
30,1350,2.826217
30,1365,2.830869
30,1380,2.835398
30,1395,2.839805
30,1410,2.844095
30,1425,2.848269
30,1440,2.852331
31,0,2
31,15,2.080631
31,30,2.159231
31,45,2.235751
31,60,2.310247
31,75,2.382725
31,90,2.453287
31,105,2.52192
31,120,2.588738
31,135,2.653723
31,150,2.716992
31,165,2.778521
31,180,2.838426
31,195,2.896684
31,210,2.953434
31,225,3.008646
31,240,3.062337
31,255,3.114561
31,270,3.1654
31,285,3.214852
31,300,3.262949
31,315,3.309741
31,330,3.35527
31,345,3.399566
31,360,3.442666
31,375,3.484596
31,390,3.525393
31,405,3.565093
31,420,3.60373
31,435,3.641314
31,450,3.677886
31,465,3.713479
31,480,3.748118
31,495,3.781815
31,510,3.814607
31,525,3.846521
31,540,3.877579
31,555,3.907798
31,570,3.937204
31,585,3.965821
31,600,3.993668
31,615,4.020767
31,630,4.047137
31,645,4.072798
31,660,4.097769
31,675,4.122068
31,690,4.145713
31,705,4.168721
31,720,4.19111
31,735,4.212896
31,750,4.234095
31,765,4.254723
31,780,4.274795
31,795,4.294327
31,810,4.313332
31,825,4.331826
31,840,4.349821
31,855,4.367331
31,870,4.38437
31,885,4.40095
31,900,4.417083
31,915,4.432782
31,930,4.448059
31,945,4.462923
31,960,4.477387
31,975,4.491462
31,990,4.505158
31,1005,4.518485
31,1020,4.531453
31,1035,4.544072
31,1050,4.556351
31,1065,4.5683
31,1080,4.579926
31,1095,4.591239
31,1110,4.602249
31,1125,4.612961
31,1140,4.623384
31,1155,4.633527
31,1170,4.643397
31,1185,4.653001
31,1200,4.662347
31,1215,4.671441
31,1230,4.680289
31,1245,4.6889
31,1260,4.697278
31,1275,4.705431
31,1290,4.713365
31,1305,4.721084
31,1320,4.728596
31,1335,4.735905
31,1350,4.743018
31,1365,4.749939
31,1380,4.756673
31,1395,4.763227
31,1410,4.769604
31,1425,4.775808
31,1440,4.781846
32,0,3
32,15,3.108078
32,30,3.213428
32,45,3.315972
32,60,3.415805
32,75,3.512902
32,90,3.607444
32,105,3.699364
32,120,3.788865
32,135,3.875887
32,150,3.960593
32,165,4.042975
32,180,4.123141
32,195,4.201128
32,210,4.277005
32,225,4.350876
32,240,4.42272
32,255,4.492561
32,270,4.560526
32,285,4.62665
32,300,4.690958
32,315,4.753495
32,330,4.814338
32,345,4.873523
32,360,4.9311
32,375,4.987114
32,390,5.041597
32,405,5.094604
32,420,5.146182
32,435,5.196364
32,450,5.245175
32,465,5.292668
32,480,5.338884
32,495,5.383846
32,510,5.427585
32,525,5.470143
32,540,5.511558
32,555,5.551849
32,570,5.591049
32,585,5.62919
32,600,5.666301
32,615,5.702409
32,630,5.737541
32,645,5.771723
32,660,5.804981
32,675,5.837339
32,690,5.868823
32,705,5.899453
32,720,5.929254
32,735,5.958249
32,750,5.986458
32,765,6.013904
32,780,6.040606
32,795,6.066585
32,810,6.091861
32,825,6.116451
32,840,6.140376
32,855,6.163653
32,870,6.186299
32,885,6.208333
32,900,6.229769
32,915,6.250625
32,930,6.270916
32,945,6.290658
32,960,6.309865
32,975,6.328552
32,990,6.346734
32,1005,6.364423
32,1020,6.381633
32,1035,6.398377
32,1050,6.414668
32,1065,6.430517
32,1080,6.445938
32,1095,6.46094
32,1110,6.475537
32,1125,6.489739
32,1140,6.503555
32,1155,6.516998
32,1170,6.530077
32,1185,6.542802
32,1200,6.555182
32,1215,6.567226
32,1230,6.578945
32,1245,6.590346
32,1260,6.601439
32,1275,6.612231
32,1290,6.622731
32,1305,6.632947
32,1320,6.642886
32,1335,6.652556
32,1350,6.661964
32,1365,6.671117
32,1380,6.680023
32,1395,6.688687
32,1410,6.697117
32,1425,6.705318
32,1440,6.713297
33,0,1
33,15,1.054464
33,30,1.107475
33,45,1.159023
33,60,1.209218
33,75,1.258014
33,90,1.305505
33,105,1.351697
33,120,1.39662
33,135,1.440342
33,150,1.482832
33,165,1.524174
33,180,1.56437
33,195,1.603461
33,210,1.641483
33,225,1.678466
33,240,1.714437
33,255,1.74943
33,270,1.783463
33,285,1.816564
33,300,1.848765
33,315,1.880097
33,330,1.910568
33,345,1.940206
33,360,1.969041
33,375,1.997098
33,390,2.024386
33,405,2.050929
33,420,2.076752
33,435,2.101879
33,450,2.126317
33,465,2.150089
33,480,2.173215
33,495,2.195717
33,510,2.217603
33,525,2.238891
33,540,2.259602
33,555,2.279753
33,570,2.299353
33,585,2.318417
33,600,2.336964
33,615,2.35501
33,630,2.372561
33,645,2.389633
33,660,2.406242
33,675,2.422402
33,690,2.43812
33,705,2.453408
33,720,2.468282
33,735,2.482754
33,750,2.496829
33,765,2.51052
33,780,2.523839
33,795,2.536798
33,810,2.549403
33,825,2.561663
33,840,2.573591
33,855,2.585197
33,870,2.596484
33,885,2.607464
33,900,2.618145
33,915,2.628538
33,930,2.638646
33,945,2.648478
33,960,2.658044
33,975,2.667351
33,990,2.676403
33,1005,2.685207
33,1020,2.693773
33,1035,2.702108
33,1050,2.710214
33,1065,2.718099
33,1080,2.72577
33,1095,2.733233
33,1110,2.740493
33,1125,2.747554
33,1140,2.754423
33,1155,2.761107
33,1170,2.767607
33,1185,2.773931
33,1200,2.780082
33,1215,2.786068
33,1230,2.791889
33,1245,2.797552
33,1260,2.803061
33,1275,2.808421
33,1290,2.813634
33,1305,2.818705
33,1320,2.823638
33,1335,2.828438
33,1350,2.833107
33,1365,2.837648
33,1380,2.842066
33,1395,2.846364
33,1410,2.850545
33,1425,2.854611
33,1440,2.858567
34,0,2
34,15,2.081943
34,30,2.161787
34,45,2.239482
34,60,2.315087
34,75,2.388614
34,90,2.460159
34,105,2.529724
34,120,2.597411
34,135,2.66322
34,150,2.727251
34,165,2.789506
34,180,2.850077
34,195,2.908975
34,210,2.966311
34,225,3.022062
34,240,3.076246
34,255,3.128948
34,270,3.180215
34,285,3.230059
34,300,3.278514
34,315,3.325643
34,330,3.371474
34,345,3.416045
34,360,3.459393
34,375,3.501543
34,390,3.542539
34,405,3.582417
34,420,3.621204
34,435,3.65892
34,450,3.695607
34,465,3.731298
34,480,3.766007
34,495,3.799763
34,510,3.832599
34,525,3.864544
34,540,3.89561
34,555,3.925827
34,570,3.95522
34,585,3.98381
34,600,4.011619
34,615,4.038667
34,630,4.064977
34,645,4.090567
34,660,4.115458
34,675,4.139668
34,690,4.163216
34,705,4.186119
34,720,4.208395
34,735,4.230062
34,750,4.251136
34,765,4.271633
34,780,4.291568
34,795,4.310958
34,810,4.329818
34,825,4.34816
34,840,4.366001
34,855,4.383353
34,870,4.40023
34,885,4.416646
34,900,4.432612
34,915,4.448141
34,930,4.463245
34,945,4.477935
34,960,4.492224
34,975,4.506122
34,990,4.519639
34,1005,4.532786
34,1020,4.545574
34,1035,4.558012
34,1050,4.570109
34,1065,4.581875
34,1080,4.593319
34,1095,4.60445
34,1110,4.615276
34,1125,4.625806
34,1140,4.636047
34,1155,4.646009
34,1170,4.655697
34,1185,4.665121
34,1200,4.674286
34,1215,4.683201
34,1230,4.691872
34,1245,4.700305
34,1260,4.708508
34,1275,4.716486
34,1290,4.724246
34,1305,4.731793
34,1320,4.739134
34,1335,4.746274
34,1350,4.753218
34,1365,4.759973
34,1380,4.766542
34,1395,4.772932
34,1410,4.779147
34,1425,4.785191
34,1440,4.79107
35,0,3
35,15,3.109828
35,30,3.216834
35,45,3.320946
35,60,3.422255
35,75,3.520749
35,90,3.616602
35,105,3.709755
35,120,3.800419
35,135,3.888516
35,150,3.974259
35,165,4.057581
35,180,4.138657
35,195,4.217461
35,210,4.294139
35,225,4.368729
35,240,4.441231
35,255,4.511678
35,270,4.58023
35,285,4.646873
35,300,4.711654
35,315,4.774631
35,330,4.835872
35,345,4.895419
35,360,4.953323
35,375,5.009625
35,390,5.064368
35,405,5.117608
35,420,5.169391
35,435,5.219736
35,450,5.268694
35,465,5.316312
35,480,5.362628
35,495,5.407656
35,510,5.451449
35,525,5.494043
35,540,5.53547
35,555,5.575754
35,570,5.614931
35,585,5.653034
35,600,5.69009
35,615,5.726129
35,630,5.761177
35,645,5.795262
35,660,5.82841
35,675,5.860647
35,690,5.891998
35,705,5.922486
35,720,5.952135
35,735,5.980969
35,750,6.00901
35,765,6.036278
35,780,6.062796
35,795,6.088584
35,810,6.113663
35,825,6.138052
35,840,6.161768
35,855,6.184833
35,870,6.207263
35,885,6.229075
35,900,6.250287
35,915,6.270916
35,930,6.290977
35,945,6.310486
35,960,6.329458
35,975,6.347908
35,990,6.365851
35,1005,6.3833
35,1020,6.400269
35,1035,6.416771
35,1050,6.432819
35,1065,6.448425
35,1080,6.463602
35,1095,6.478362
35,1110,6.492715
35,1125,6.506673
35,1140,6.520247
35,1155,6.533448
35,1170,6.546286
35,1185,6.55877
35,1200,6.570911
35,1215,6.582718
35,1230,6.5942
35,1245,6.605365
35,1260,6.616224
35,1275,6.626784
35,1290,6.637053
35,1305,6.64704
35,1320,6.656752
35,1335,6.666196
35,1350,6.675382
35,1365,6.684313
35,1380,6.693
35,1395,6.701447
35,1410,6.709662
35,1425,6.717651
35,1440,6.72542
36,0,1
36,15,1.05534
36,30,1.10918
36,45,1.161511
36,60,1.212445
36,75,1.261935
36,90,1.310085
36,105,1.356891
36,120,1.402397
36,135,1.44666
36,150,1.489659
36,165,1.531475
36,180,1.572114
36,195,1.611619
36,210,1.650026
36,225,1.687366
36,240,1.723669
36,255,1.75897
36,270,1.793283
36,285,1.826644
36,300,1.859084
36,315,1.890635
36,330,1.921301
36,345,1.951118
36,360,1.980115
36,375,2.008319
36,390,2.035732
36,405,2.062387
36,420,2.088309
36,435,2.113521
36,450,2.138028
36,465,2.161857
36,480,2.18503
36,495,2.207568
36,510,2.229476
36,525,2.250778
36,540,2.271493
36,555,2.29164
36,570,2.311224
36,585,2.330266
36,600,2.348783
36,615,2.366793
36,630,2.384299
36,645,2.401321
36,660,2.417874
36,675,2.433973
36,690,2.449622
36,705,2.464838
36,720,2.479634
36,735,2.494025
36,750,2.508013
36,765,2.521615
36,780,2.534842
36,795,2.547706
36,810,2.56021
36,825,2.572369
36,840,2.584193
36,855,2.595692
36,870,2.606869
36,885,2.617738
36,900,2.628307
36,915,2.638586
36,930,2.648578
36,945,2.658294
36,960,2.667742
36,975,2.67693
36,990,2.685862
36,1005,2.694547
36,1020,2.702992
36,1035,2.711206
36,1050,2.71919
36,1065,2.726954
36,1080,2.734503
36,1095,2.741845
36,1110,2.748982
36,1125,2.755922
36,1140,2.762671
36,1155,2.769234
36,1170,2.775614
36,1185,2.781817
36,1200,2.78785
36,1215,2.793717
36,1230,2.79942
36,1245,2.804965
36,1260,2.810358
36,1275,2.815602
36,1290,2.8207
36,1305,2.825657
36,1320,2.830478
36,1335,2.835166
36,1350,2.839723
36,1365,2.844154
36,1380,2.848463
36,1395,2.852654
36,1410,2.856727
36,1425,2.860688
36,1440,2.86454
37,0,2
37,15,2.083254
37,30,2.16434
37,45,2.243209
37,60,2.319917
37,75,2.39449
37,90,2.467012
37,105,2.537504
37,120,2.60605
37,135,2.672679
37,150,2.737463
37,165,2.800437
37,180,2.861663
37,195,2.921195
37,210,2.979106
37,225,3.035385
37,240,3.09005
37,255,3.143225
37,270,3.19491
37,285,3.245135
37,300,3.293943
37,315,3.341394
37,330,3.387517
37,345,3.432354
37,360,3.475937
37,375,3.5183
37,390,3.559487
37,405,3.599535
37,420,3.638458
37,435,3.676299
37,450,3.713093
37,465,3.748868
37,480,3.78364
37,495,3.817447
37,510,3.850321
37,525,3.882282
37,540,3.913352
37,555,3.94356
37,570,3.97293
37,585,4.001486
37,600,4.029249
37,615,4.056241
37,630,4.082483
37,645,4.107996
37,660,4.132801
37,675,4.156916
37,690,4.18036
37,705,4.203153
37,720,4.225312
37,735,4.246855
37,750,4.267798
37,765,4.288159
37,780,4.307954
37,795,4.327199
37,810,4.345907
37,825,4.364096
37,840,4.381778
37,855,4.398969
37,870,4.415682
37,885,4.43193
37,900,4.447727
37,915,4.463084
37,930,4.478014
37,945,4.492528
37,960,4.50664
37,975,4.520359
37,990,4.533697
37,1005,4.546663
37,1020,4.559269
37,1035,4.571525
37,1050,4.58344
37,1065,4.595023
37,1080,4.606285
37,1095,4.617233
37,1110,4.627877
37,1125,4.638225
37,1140,4.648285
37,1155,4.658065
37,1170,4.667573
37,1185,4.676817
37,1200,4.685804
37,1215,4.694541
37,1230,4.703035
37,1245,4.711293
37,1260,4.719321
37,1275,4.727126
37,1290,4.734714
37,1305,4.742091
37,1320,4.749263
37,1335,4.756235
37,1350,4.763013
37,1365,4.769603
37,1380,4.77601
37,1395,4.782239
37,1410,4.788294
37,1425,4.794181
37,1440,4.799904
38,0,3
38,15,3.111576
38,30,3.220237
38,45,3.325913
38,60,3.428694
38,75,3.528579
38,90,3.625734
38,105,3.720119
38,120,3.81193
38,135,3.90111
38,150,3.987862
38,165,4.072119
38,180,4.154088
38,195,4.233694
38,210,4.311165
38,225,4.38646
38,240,4.459606
38,255,4.530667
38,270,4.599772
38,285,4.66692
38,300,4.732162
38,315,4.795567
38,330,4.857193
38,345,4.917088
38,360,4.975307
38,375,5.031883
38,390,5.086874
38,405,5.140334
38,420,5.192303
38,435,5.242805
38,450,5.2919
38,465,5.339631
38,480,5.386025
38,495,5.431117
38,510,5.474953
38,525,5.517574
38,540,5.558997
38,555,5.599265
38,570,5.63841
38,585,5.676464
38,600,5.713455
38,615,5.749415
38,630,5.78437
38,645,5.818349
38,660,5.85138
38,675,5.883489
38,690,5.9147
38,705,5.945037
38,720,5.974528
38,735,6.003195
38,750,6.03106
38,765,6.058145
38,780,6.084473
38,795,6.110066
38,810,6.134943
38,825,6.159123
38,840,6.182628
38,855,6.205476
38,870,6.227686
38,885,6.249274
38,900,6.270259
38,915,6.290658
38,930,6.310486
38,945,6.329759
38,960,6.348495
38,975,6.366706
38,990,6.384409
38,1005,6.401617
38,1020,6.418344
38,1035,6.434603
38,1050,6.450408
38,1065,6.46577
38,1080,6.480704
38,1095,6.49522
38,1110,6.50933
38,1125,6.523046
38,1140,6.536378
38,1155,6.549338
38,1170,6.561936
38,1185,6.574181
38,1200,6.586084
38,1215,6.597654
38,1230,6.608902
38,1245,6.619833
38,1260,6.630461
38,1275,6.64079
38,1290,6.650832
38,1305,6.660592
38,1320,6.670079
38,1335,6.679302
38,1350,6.688266
38,1365,6.69698
38,1380,6.705451
38,1395,6.713684
38,1410,6.721688
38,1425,6.729467
38,1440,6.73703
39,0,1
39,15,1.056216
39,30,1.110883
39,45,1.163996
39,60,1.215666
39,75,1.265846
39,90,1.314653
39,105,1.362069
39,120,1.408153
39,135,1.452952
39,150,1.496455
39,165,1.538741
39,180,1.579815
39,195,1.619729
39,210,1.658515
39,225,1.696206
39,240,1.732835
39,255,1.768435
39,270,1.803023
39,285,1.836637
39,300,1.869311
39,315,1.901073
39,330,1.931928
39,345,1.961918
39,360,1.99107
39,375,2.019412
39,390,2.046945
39,405,2.073706
39,420,2.099721
39,435,2.125011
39,450,2.149581
39,465,2.173462
39,480,2.196676
39,495,2.219243
39,510,2.241168
39,525,2.262478
39,540,2.283192
39,555,2.303329
39,570,2.322893
39,585,2.341908
39,600,2.360392
39,615,2.37836
39,630,2.395817
39,645,2.412785
39,660,2.429277
39,675,2.44531
39,690,2.460887
39,705,2.476027
39,720,2.490744
39,735,2.50505
39,750,2.518949
39,765,2.532459
39,780,2.54559
39,795,2.558356
39,810,2.570758
39,825,2.582812
39,840,2.59453
39,855,2.60592
39,870,2.616987
39,885,2.627743
39,900,2.638198
39,915,2.648362
39,930,2.658237
39,945,2.667835
39,960,2.677164
39,975,2.686233
39,990,2.695044
39,1005,2.703608
39,1020,2.711933
39,1035,2.720025
39,1050,2.727888
39,1065,2.735529
39,1080,2.742957
39,1095,2.750178
39,1110,2.757194
39,1125,2.764013
39,1140,2.770641
39,1155,2.777084
39,1170,2.783344
39,1185,2.789428
39,1200,2.795342
39,1215,2.801092
39,1230,2.806677
39,1245,2.812107
39,1260,2.817384
39,1275,2.822514
39,1290,2.827498
39,1305,2.832342
39,1320,2.837051
39,1335,2.841629
39,1350,2.846076
39,1365,2.850399
39,1380,2.854601
39,1395,2.858685
39,1410,2.862654
39,1425,2.866511
39,1440,2.87026
40,0,2
40,15,2.053822
40,30,2.106777
40,45,2.158807
40,60,2.20991
40,75,2.260127
40,90,2.309442
40,105,2.357852
40,120,2.405428
40,135,2.452143
40,150,2.497992
40,165,2.54305
40,180,2.587293
40,195,2.630714
40,210,2.673382
40,225,2.715281
40,240,2.7564
40,255,2.796804
40,270,2.836481
40,285,2.875421
40,300,2.913667
40,315,2.951226
40,330,2.988099
40,345,3.024291
40,360,3.059833
40,375,3.094736
40,390,3.129007
40,405,3.162657
40,420,3.1957
40,435,3.228147
40,450,3.260011
40,465,3.291305
40,480,3.322033
40,495,3.352207
40,510,3.38184
40,525,3.410943
40,540,3.439521
40,555,3.467584
40,570,3.495144
40,585,3.52221
40,600,3.548788
40,615,3.574887
40,630,3.600517
40,645,3.625688
40,660,3.650405
40,675,3.674677
40,690,3.698513
40,705,3.721921
40,720,3.744907
40,735,3.767479
40,750,3.789646
40,765,3.811415
40,780,3.832792
40,795,3.853783
40,810,3.874398
40,825,3.894643
40,840,3.914522
40,855,3.934044
40,870,3.953215
40,885,3.972042
40,900,3.99053
40,915,4.008685
40,930,4.026513
40,945,4.044022
40,960,4.061215
40,975,4.078099
40,990,4.094679
40,1005,4.110962
40,1020,4.126951
40,1035,4.142653
40,1050,4.158072
40,1065,4.173214
40,1080,4.188084
40,1095,4.202686
40,1110,4.217025
40,1125,4.231108
40,1140,4.244936
40,1155,4.258515
40,1170,4.271851
40,1185,4.284947
40,1200,4.297807
40,1215,4.310436
40,1230,4.322837
40,1245,4.335016
40,1260,4.346975
40,1275,4.358719
40,1290,4.370253
40,1305,4.381578
40,1320,4.392701
40,1335,4.403622
40,1350,4.414348
40,1365,4.424881
40,1380,4.435224
40,1395,4.445381
40,1410,4.455355
40,1425,4.46515
40,1440,4.47477
41,0,3
41,15,3.07234
41,30,3.143511
41,45,3.21343
41,60,3.282095
41,75,3.349559
41,90,3.415809
41,105,3.480837
41,120,3.544712
41,135,3.607449
41,150,3.66902
41,165,3.729475
41,180,3.78887
41,195,3.847161
41,210,3.904374
41,225,3.960599
41,240,4.015781
41,255,4.069925
41,270,4.123147
41,285,4.175384
41,300,4.226636
41,315,4.276979
41,330,4.326406
41,345,4.374921
41,360,4.422534
41,375,4.469289
41,390,4.515192
41,405,4.560256
41,420,4.604499
41,435,4.647935
41,450,4.690582
41,465,4.732455
41,480,4.773571
41,495,4.813938
41,510,4.853571
41,525,4.892488
41,540,4.930702
41,555,4.968219
41,570,5.005056
41,585,5.041227
41,600,5.076744
41,615,5.111615
41,630,5.145854
41,645,5.179472
41,660,5.212483
41,675,5.244894
41,690,5.276716
41,705,5.307962
41,720,5.338643
41,735,5.368766
41,750,5.398343
41,765,5.427383
41,780,5.455899
41,795,5.483896
41,810,5.511385
41,825,5.538376
41,840,5.56488
41,855,5.590901
41,870,5.616449
41,885,5.641536
41,900,5.666168
41,915,5.690353
41,930,5.714098
41,945,5.737414
41,960,5.760308
41,975,5.782786
41,990,5.804855
41,1005,5.826525
41,1020,5.847804
41,1035,5.868695
41,1050,5.889207
41,1065,5.909348
41,1080,5.929124
41,1095,5.948541
41,1110,5.967605
41,1125,5.986324
41,1140,6.004705
41,1155,6.022751
41,1170,6.04047
41,1185,6.057868
41,1200,6.074951
41,1215,6.091723
41,1230,6.108192
41,1245,6.124362
41,1260,6.140239
41,1275,6.155828
41,1290,6.171134
41,1305,6.186162
41,1320,6.20092
41,1335,6.215408
41,1350,6.229633
41,1365,6.243601
41,1380,6.257317
41,1395,6.270782
41,1410,6.284004
41,1425,6.296986
41,1440,6.309734
42,0,1
42,15,1.036485
42,30,1.072359
42,45,1.107595
42,60,1.142197
42,75,1.176177
42,90,1.209529
42,105,1.242285
42,120,1.27444
42,135,1.306
42,150,1.336998
42,165,1.367416
42,180,1.397283
42,195,1.42661
42,210,1.455394
42,225,1.48364
42,240,1.51137
42,255,1.538591
42,270,1.565308
42,285,1.59153
42,300,1.617271
42,315,1.642542
42,330,1.66735
42,345,1.691706
42,360,1.715615
42,375,1.739088
42,390,1.762134
42,405,1.784762
42,420,1.806975
42,435,1.828782
42,450,1.850192
42,465,1.871214
42,480,1.891849
42,495,1.912108
42,510,1.931996
42,525,1.951522
42,540,1.97069
42,555,1.989507
42,570,2.007981
42,585,2.026117
42,600,2.04392
42,615,2.061398
42,630,2.078556
42,645,2.095402
42,660,2.111938
42,675,2.128172
42,690,2.144109
42,705,2.159756
42,720,2.175116
42,735,2.190195
42,750,2.204999
42,765,2.219533
42,780,2.2338
42,795,2.247807
42,810,2.261558
42,825,2.275058
42,840,2.28831
42,855,2.30132
42,870,2.314093
42,885,2.326632
42,900,2.338942
42,915,2.351026
42,930,2.36289
42,945,2.374538
42,960,2.385972
42,975,2.397196
42,990,2.408216
42,1005,2.419035
42,1020,2.429655
42,1035,2.440081
42,1050,2.450317
42,1065,2.460366
42,1080,2.470231
42,1095,2.479915
42,1110,2.489423
42,1125,2.498757
42,1140,2.50792
42,1155,2.516916
42,1170,2.525747
42,1185,2.534417
42,1200,2.542928
42,1215,2.551283
42,1230,2.559485
42,1245,2.567538
42,1260,2.575443
42,1275,2.583203
42,1290,2.590822
42,1305,2.598302
42,1320,2.605644
42,1335,2.612852
42,1350,2.619929
42,1365,2.626877
42,1380,2.633697
42,1395,2.640392
42,1410,2.646965
42,1425,2.653419
42,1440,2.659754
43,0,2
43,15,2.055146
43,30,2.109378
43,45,2.16264
43,60,2.214929
43,75,2.26629
43,90,2.3167
43,105,2.366167
43,120,2.414762
43,135,2.462449
43,150,2.509234
43,165,2.555198
43,180,2.600298
43,195,2.644545
43,210,2.688014
43,225,2.730664
43,240,2.772509
43,255,2.813617
43,270,2.85395
43,285,2.89352
43,300,2.932379
43,315,2.970511
43,330,3.007925
43,345,3.044634
43,360,3.080676
43,375,3.116049
43,390,3.150764
43,405,3.184836
43,420,3.21828
43,435,3.251107
43,450,3.28333
43,465,3.314962
43,480,3.346007
43,495,3.376481
43,510,3.406396
43,525,3.435762
43,540,3.464583
43,555,3.492875
43,570,3.520646
43,585,3.547908
43,600,3.574664
43,615,3.600928
43,630,3.626709
43,645,3.652016
43,660,3.676855
43,675,3.701236
43,690,3.725168
43,705,3.748661
43,720,3.771718
43,735,3.794351
43,750,3.816568
43,765,3.838376
43,780,3.85978
43,795,3.88079
43,810,3.901414
43,825,3.921658
43,840,3.941528
43,855,3.961032
43,870,3.980177
43,885,3.99897
43,900,4.017415
43,915,4.035521
43,930,4.053293
43,945,4.070739
43,960,4.087862
43,975,4.104669
43,990,4.121167
43,1005,4.137362
43,1020,4.153257
43,1035,4.168859
43,1050,4.184175
43,1065,4.199209
43,1080,4.213964
43,1095,4.228448
43,1110,4.242666
43,1125,4.256621
43,1140,4.270319
43,1155,4.283764
43,1170,4.296963
43,1185,4.309918
43,1200,4.322633
43,1215,4.335114
43,1230,4.347366
43,1245,4.359392
43,1260,4.371196
43,1275,4.382782
43,1290,4.394155
43,1305,4.405319
43,1320,4.416276
43,1335,4.427032
43,1350,4.437589
43,1365,4.447953
43,1380,4.458124
43,1395,4.468109
43,1410,4.47791
43,1425,4.48753
43,1440,4.496972
44,0,3
44,15,3.074106
44,30,3.146979
44,45,3.218538
44,60,3.288781
44,75,3.35777
44,90,3.42548
44,105,3.491907
44,120,3.557146
44,135,3.621176
44,150,3.683982
44,165,3.74565
44,180,3.806185
44,195,3.865561
44,210,3.923847
44,225,3.981074
44,240,4.037206
44,255,4.092293
44,270,4.146389
44,285,4.199452
44,300,4.251507
44,315,4.302619
44,330,4.352766
44,345,4.401961
44,360,4.450228
44,375,4.497605
44,390,4.544096
44,405,4.589716
44,420,4.634485
44,435,4.67842
44,450,4.721538
44,465,4.763856
44,480,4.805389
44,495,4.846146
44,510,4.886147
44,525,4.925407
44,540,4.96394
44,555,5.001754
44,570,5.038866
44,585,5.075291
44,600,5.111041
44,615,5.146124
44,630,5.180556
44,645,5.21435
44,660,5.247518
44,675,5.280066
44,690,5.312011
44,705,5.343364
44,720,5.374135
44,735,5.404332
44,750,5.433969
44,765,5.463056
44,780,5.491604
44,795,5.519619
44,810,5.547114
44,825,5.5741
44,840,5.600585
44,855,5.626577
44,870,5.652086
44,885,5.677122
44,900,5.701693
44,915,5.725807
44,930,5.749472
44,945,5.772699
44,960,5.795496
44,975,5.817867
44,990,5.839823
44,1005,5.861372
44,1020,5.882521
44,1035,5.903276
44,1050,5.923645
44,1065,5.943638
44,1080,5.963259
44,1095,5.982514
44,1110,6.001412
44,1125,6.01996
44,1140,6.038164
44,1155,6.056028
44,1170,6.07356
44,1185,6.090768
44,1200,6.107656
44,1215,6.124229
44,1230,6.140495
44,1245,6.156459
44,1260,6.172127
44,1275,6.187503
44,1290,6.202593
44,1305,6.217404
44,1320,6.23194
44,1335,6.246205
44,1350,6.260205
44,1365,6.273945
44,1380,6.287431
44,1395,6.300665
44,1410,6.313654
44,1425,6.326402
44,1440,6.338913
45,0,1
45,15,1.037368
45,30,1.074093
45,45,1.110148
45,60,1.145539
45,75,1.180278
45,90,1.214357
45,105,1.247818
45,120,1.280644
45,135,1.312854
45,150,1.34447
45,165,1.375479
45,180,1.405923
45,195,1.435795
45,210,1.465099
45,225,1.493842
45,240,1.522053
45,255,1.549729
45,270,1.576881
45,285,1.603517
45,300,1.629657
45,315,1.655306
45,330,1.680475
45,345,1.705173
45,360,1.729408
45,375,1.75319
45,390,1.776531
45,405,1.799436
45,420,1.821911
45,435,1.843966
45,450,1.865611
45,465,1.886851
45,480,1.907693
45,495,1.928144
45,510,1.948214
45,525,1.967907
45,540,1.987231
45,555,2.006193
45,570,2.024801
45,585,2.043059
45,600,2.060974
45,615,2.078554
45,630,2.095805
45,645,2.112732
45,660,2.129342
45,675,2.145641
45,690,2.161636
45,705,2.17733
45,720,2.19273
45,735,2.207842
45,750,2.222672
45,765,2.237224
45,780,2.251503
45,795,2.265515
45,810,2.279265
45,825,2.292757
45,840,2.305996
45,855,2.318988
45,870,2.331738
45,885,2.344248
45,900,2.356523
45,915,2.368569
45,930,2.38039
45,945,2.391989
45,960,2.403371
45,975,2.41454
45,990,2.425501
45,1005,2.436255
45,1020,2.446809
45,1035,2.457165
45,1050,2.467327
45,1065,2.477299
45,1080,2.487083
45,1095,2.496686
45,1110,2.506108
45,1125,2.515354
45,1140,2.524426
45,1155,2.533329
45,1170,2.542066
45,1185,2.550638
45,1200,2.55905
45,1215,2.567305
45,1230,2.575406
45,1245,2.583354
45,1260,2.591153
45,1275,2.598807
45,1290,2.606318
45,1305,2.613688
45,1320,2.620919
45,1335,2.628016
45,1350,2.63498
45,1365,2.641813
45,1380,2.648518
45,1395,2.655098
45,1410,2.661555
45,1425,2.667891
45,1440,2.674108
46,0,2
46,15,2.05647
46,30,2.111978
46,45,2.166467
46,60,2.219941
46,75,2.272438
46,90,2.323939
46,105,2.37446
46,120,2.424063
46,135,2.472711
46,150,2.520434
46,165,2.567284
46,180,2.613229
46,195,2.658304
46,210,2.702551
46,225,2.745939
46,240,2.788514
46,255,2.830299
46,270,2.871272
46,285,2.911473
46,300,2.950921
46,315,2.98961
46,330,3.027549
46,345,3.064771
46,360,3.101292
46,375,3.137119
46,390,3.172264
46,405,3.206745
46,420,3.240574
46,435,3.273766
46,450,3.306335
46,465,3.338287
46,480,3.369636
46,495,3.400395
46,510,3.430577
46,525,3.460189
46,540,3.489241
46,555,3.517746
46,570,3.545716
46,585,3.573157
46,600,3.600078
46,615,3.626493
46,630,3.652411
46,645,3.677838
